Pic_id,Text,MetaphorOccurrence,Target,Source,SentimentCategory
702.jpg,水生命之源服,0,,,0
703.jpg,共建生态上海浦东新区节能减排,1,灯芯,蜡烛,0
704.jpg,周茶生的周甄婚姆劳弟那要家的道时正好是性教育的楼雪不可提造故事欺男究童可以用小猫小狗小雉的喻解程生育的事霞上海新支售店由装,0,,,0
705.jpg,保护动物从我做起世界动物保护动物从我做起,0,,,1
706.jpg,院迎光临曾经店主也是靠脸吃饭的直的快乐直到后来差点饿死了然后就认真开店了就是这家店如属其的颜色尺寸定制消联系务服备注小号宽高款白色红色大号宽高中号宽高,0,,,1
707.jpg,杜绝校园暴力用心关注用爱浇灌用情激励,0,,,0
708.jpg,小红书,1,洗洁精,蜥蜴,0
709.jpg,天人都献出一点爱惟有以为生,0,,,1
710.jpg,化益圆梦公手助学爱心助学用心一注教育爱心助学感谢有您乐一路相随让世界充满爱与爱阿行让爱汇成海洋让真情放飞梦想公益阳光乐园助学无界助学用心关注出,0,,,1
711.jpg,战行节能减排州抱绿色生活主活图间米立处,0,,,1
712.jpg,法律非卖品,1,法槌,法律,0
713.jpg,美食宝典食物意侣导味党食尚主义以元以伦比的香辣味您激活每一个味酱只给舌头传奇般的味党经所零级地色美味中有食物惠打造中国辣板新美学自常辣导中国辣标场美学一本门车青岛会蜜美食品有限公司电话电址毒品胶州市东环路郎青岛含宝笑食品有限公司风网农子,1,中国地图,辣,0
714.jpg,本保护环境人人有资上海市菜菜青少年机构永办单位上海最基青少年活动中心基最熹饭中学,0,,,1
715.jpg,行走的力量绿色出行保护环境,1,脚,草,1
716.jpg,吸烟就是在自掘坟墓关心自己做一个健康的你,1,沙漏,香烟,0
717.jpg,语不要定阳一城一请善特我们的动物伙件,1,驼峰,拼图,0
718.jpg,无径不克一月二十目电竞俱乐部,1,塔,树,0
719.jpg,江西站只为超越未来点击健的作品只为超越不平凡顺绿色生活节约用水点酒开始用心做设计印象款宝医印象藏宝图,0,,,1
720.jpg,店,1,饼干,人,1
721.jpg,百潮出有一对火柴梯般突出的眼睛在风食时两只限膀总招潮蟹聚周国动静盟的最大特征就足大小悬殊的大的邢只称交配路倾色鲜轮有特别的国案涨潮时舞动大跟潮水打招呼交配时辉锦大监作各种炫罐表演跟峰性招好人们看来这是一种十分热情的动物,0,,,1
722.jpg,放,1,人,香烟,-1
723.jpg,青山市自行设计作品讲文明树新风关爱未成年人成长为您点资,1,手臂,支撑,1
724.jpg,生活酵东,1,行李箱,能装,1
725.jpg,小娇睡不着花好月圆夜今天陪你在海口拍戏呆了那么久不止还有选妃共张,0,,,0
726.jpg,端午快紫,1,粽子,乳房,1
727.jpg,节能减排保护环境低碳生活低碳生活从我做起一点一滴共同努力低硫生活节能减排绿色出行健康一生节能减排保护环境低暖生活低碳生活从我做起一点一滴共同努力低碳生活绿色出行健康一图园,0,,,1
728.jpg,低碳生活洗话用广街,1,叶子,人,1
729.jpg,你若字法店售便字你法是一把及刀剑道地学法和谐社会,1,笔划,剑,0
730.jpg,前约水资源节约用水从我做起依法管水科学用水自觉节水水是生命之源地球上的淡水资源正在连年减少我们保护水资源的第一爱水节约用水,0,,,0
731.jpg,绿色环保低碳生活热,1,灯泡,地球,1
732.jpg,节具减排节鲜城排节禁点排利用清洁能源诚少尾气排放节约用电保护我们的环境保护我们的生态环换珍爱我们的能源节鲜排节装点排开发新能源节能减排爱护魏们的环境保护我们的生态环境美系民生利国和名可以从我们身边的小做起,0,,,1
733.jpg,常想起上班时妻子给我园的飞中吸暖的,1,衣物,面,1
734.jpg,筷立团把书给我一起造作神游,1,图书,门帘,1
735.jpg,梨视频保持好奇保持对世界的新鲜感梨视频世界趣事概论课,0,,,1
736.jpg,如果设有专业代驾他超速玻璃都碎了难道要我赔年驾龄以上人车百万代驾责任险随行让回家路更安心滴滴代驾,0,,,1
737.jpg,联合国儿量福金分作为父母你们知道孩子在想什么吗不要让学习束缚了孩子,1,花朵,文具,1
738.jpg,吸水超乎你翅象泉林市色,1,纸巾,水,0
739.jpg,邻里和睦勤位节约文明旅游文明文明节约用水用餐助人为乐诚实守信尊老爱幼讲文明树新风垃圾分类文明旅游有序排队低碳出行文明驾车小季动大文明让文明之光在每个人的心中闪亮石河子你我他,1,灯芯,文字,1
740.jpg,接情会过去个人防护三婴办威口双勤洗手多造风武专人和汉加油中国加油万尔一心早日战胜安情武汉加油团烤一教众恋成城抗疫情三的健康,1,文字,拳头,1
741.jpg,免勒中国江西站上用心球设计只方烟热未车创作品设计汉育买实野生我们麦元安室吊护我们专无宝室效果图仅为最终效果参考瑚尚设计,1,动物,树,0
742.jpg,买卖没有没有伤害保护动物大型公益活动活动富方网站咨询电话作品设计请关注小玉设计师只专注只为超越文字可修改小玉设计师,1,保护,手,1
743.jpg,化做设计节约用水生活用水小技巧刷牙口杯共用水约升三口之家每日两次每月可节水升洗衣次如果将漂洗的水留下来做下一一批衣服洗涂水一次可以省下升清水洗浴洗手间断放水淋浴洗手水用盆接搓洗时及时关水之后用来冲厕所洗车马桶用水桶盛水洗车马桶水箱中放块砖头水处理后循环使用冲水就可减少水量淘米淘完米后将淘米水洗碗冲厕所和流花节约用水从点滴做起产库网,0,,,1
744.jpg,找设计上红动扫描二维码更快了解最新动态查看更多精美素材超清素材写真喷绘可做米户外喷绘极限精度可做米,0,,,0
745.jpg,今给你创意和贝路没有买卖动物是就没有伤害人类的摄图公益慈善组织机构好朋友保护动物从我们身边做起电电话电子邮,0,,,0
746.jpg,绿色发展低碳生活出行篇乘坐公共交通工具长距离出行选择火车代替飞机拼车出行加入单车一族快乐徒步减少公务出行注意车辆保养每月少开一天车购买更环保的车辆,0,,,1
747.jpg,包广告也疯狂牙膏广告给你像带安全帽一般的保护,1,牙齿1,安全帽,0
748.jpg,中共清远市委机关报节约用水共建生态家园贯彻新发展理念建设节水型城市女计谭清梅,1,水滴,城市,1
749.jpg,严禁酒驾严禁酒驾文明交通安全第一严禁酒驾安全第严禁酒驾文明交通严禁酒驾安全第一严禁酒驾安全第号玉溪,0,,,0
750.jpg,旋主活绿色出行,0,,,0
751.jpg,节能减排畅享绿色生活创意改变生活,1,电灯,地球,1
752.jpg,迎亚运讲文明树新风比赛拼速度出行讲风度礼让斑马线文明看得见浙江省文明办,0,,,0
753.jpg,公文明用餐共同推动每位市民惠及每个家庭社霍康文明的用餐方式社我们健康饮食一公勺公铁公勺公筷文明用餐,0,,,0
754.jpg,让爱循环,0,,,1
755.jpg,燃烧的的是香烟消耗的是生命,1,骷髅,死亡,-1
756.jpg,有你有我文明拉康讲文配树新风配备公筷公勺配齐文明健康分餐公镇公行台州市文明办台州市同创办,0,,,0
757.jpg,五岭阁糖文明美晟让人欣资美德今人敬仰,1,塔,文字,1
758.jpg,保护动物干库网人与动物共存与地球家园才会美好关爱动物保护环境保护珍稀野生动物人人有责从我做起野生动物不是商品生命无价不要图财害命,0,,,1
759.jpg,低碳生活绿建未来果护环境低碳生活节能环保集色健日,0,,,1
760.jpg,禁止打架斗吸海报图暴力伤害防范常识包邮,0,,,0
761.jpg,征求意见制定车联网产业发展三年行动计划亚数明的政烫法我川的产业生态行动日标深花点用服务构建安全保珠休乐保障系就安原点金和用产安金任务美金年联网安金具体峰会特护地力任务打选车城网汽车全主命技术手委观设超之和完器政裳法规体系构生开放电合生态体系保陶加强组织领学与统务协调加大影改金融支持健全人才清养体系优化产迎发展环境化团际交设与合作资讯,0,,,0
762.jpg,就是一种可回收节约,0,,,1
763.jpg,推进生态文明建没绿色城市文明城市要靠你我他,0,,,1
764.jpg,厉折节约反对浪费一粥一饭当思来处不易半丝半缕恒念物力维限徐州市文明办,1,盘子,耕作,1
765.jpg,理性文明,1,时针,酒瓶,0
766.jpg,绿色办公低碳生活全园公共机构节能宣传用,0,,,1
767.jpg,践行社会主义核心价值观用实际行动威深身边人,1,蒲公英,文字,1
768.jpg,包,0,,,0
769.jpg,不剥菜不剩饭,0,,,1
770.jpg,动,1,鹿,自然景观,1
771.jpg,以廉为根方可枝繁叶茂,1,树,建筑,1
772.jpg,节约用水,1,水,地球,1
773.jpg,文明餐桌公药节约人人有近光药食物换限最佳的节俭用餐不剩菜不剥饭健康用餐用公勺用公筷不吸烟文明用餐不融酒的标祖安全用餐放心油放心菜,1,饭,光盘,0
774.jpg,永达眼党走青海省广括电视局推荐,0,,,1
775.jpg,请保护动物,1,叶子,动物,1
776.jpg,保护动物,0,,,1
777.jpg,免费提供国税机打发票节能减排关关系民生利国利名满元利用清洁能源包邮保护我们的生态环境全套张标价为单张价格购买请备注,0,,,0
778.jpg,精店分展订饭户外大服背量节能减绿色出行北蟹生活每一天节能减排请号,0,,,1
779.jpg,小与文明步之遥请走班马线,1,鞋印,斑马线,0
780.jpg,你与文明一步之遥请勿乱机垃圾,1,脚印,垃圾桶,0
781.jpg,关发自己青烟品在无烟世轩河护身体非绝烟草非绝吸烟非绝烟草造勿吸湖哈发生命司,0,,,0
782.jpg,节约能源保护环境部品生花开平国,1,山,叶,1
783.jpg,精彩创意每一天微信公众号扫描二维码关注一创意让生活更美好,0,,,0
784.jpg,拒绝和网,1,车,酒瓶,0
785.jpg,绿色地球环保家园低碳出行辣电出行绿色地球环保家园精品,0,,,1
786.jpg,公益海报明了一点开下毁了一生生命无竹酒后禁驾,1,监狱,酒瓶,1
787.jpg,饮食公约不利菜不剥饭节约光荣浪费可耻,0,,,1
788.jpg,珍爱生命拒绝酒驾安全出行遵守交通规则,0,,,0
789.jpg,四川苑兰中国办法,1,爱心,指纹,1
790.jpg,文明餐来从我做起倡导房行粮食节约光童行动反对铺张浪费费拒绝舌尖上的餐餐光盘勤价节约中共山东省委宣传部监制胶东在线制作富花州网,0,,,1
791.jpg,手做文明有礼南平人垃圾不乱去文明,0,,,0
792.jpg,致敬最可爱的人面对城情为线我们能房环工人,1,手指,垃圾箱,1
793.jpg,常默的促销广告往往格外引人注套但是法商直异想天开百事可乐发言人说这广告玩笑千万不要开过火香则让泊费者个广告和以往他们的许老曲默广告设什信以为真款要吃不了究精走么两样去年百事可乐公司在美国推出电视有生族话的空头支票奖品固然令人广告设消贫者只要集满万个点效会心一笑但法隆可不这公想国家共同就送一架猎磨战斗机保险公司的离职员工米尔斯这际木是别出心教您控售公司走约因为他赢得味十足的行销广告间年的一个口号比赛但超是少的雷纳德把公司食言设送他男女专用这个广告当了真奔范财车结果防市团一小饼纳德向新朋好友时后决国家共同保险赔集资了万美元取得偿万美元足管点数后登门向百招百事可乐华在非件事可乐家农价值突利用瓶盖大做促钢话动时万美元的饺斗机但是有万个消费者中共向百百事可乐却不子理照事可乐家取达致十亿美元的雷纳心有不甘最近官司共品百事可乐设肉机器出到佛罗里达州法院告百销产生太多中奖瓶盖所以事可乐一状想婴通迫拒绝做广告给每个中共人百事可乐交出许诺的故万美元狂怒的消贸者为年机此向百事可乐的菲律突办公一位律师设如果消费者举证十人中室投拆炸州并对百事可乐的货车委手摘有七人不认为上述广告纯属戏速百事可弹造成人开亡人爱伤后来白事可乐就应该依广告提供共品百事可乐解东被迫付给这万个中奖人每人美称馆纳德应该知道这个广告只是为了博元的奖金西摘自年月君一笑因为平民白姓拥有战斗机的想日青年冬考,0,,,0
794.jpg,拒绝酒驾希望举全社会之力拒绝酒驾绝酒驾,0,,,0
795.jpg,知乎淼权谈运营,1,车,牛,0
796.jpg,波黑委内瑞拉波兰美国二阿根廷泰国海地加拿大白俄罗斯加彭韩国,0,,,0
797.jpg,维生素风味饮品东品激活无限可能,1,娃哈哈,雪山,1
798.jpg,快乐每一刻我的可比克,1,薯片,山,1
799.jpg,全国节能环保周海报,1,灯泡,叶子,1
800.jpg,上海市大学生大赛优秀作品集,0,,,1
801.jpg,节能减排地球能源东量不定扇铃保的关注,1,地球,灯,1
802.jpg,水是是生命之源珍爱生命节约用水,0,,,0
803.jpg,节能减排减轻地球负担,1,地球,城市,0
804.jpg,携手节能减排悠享生活空间绿色行动计划让你我从点滴做起绿色行动计划营造健康的行业生态环境需要我们从点滴细节开始它可能是节约一张纸一泊水一度电绿色之本行动之始计划为纲降低资源消耗节约综合成本让我们从身边做起从日常工作中做起力担通信行业的绿色使者还顾生态之美营造生活之纯美空间绿色行动计划,1,喇叭,植物,1
805.jpg,共建环保不月,0,,,1
806.jpg,讲文明树新风弘扬中国梦中国梦我的,1,笔划,人物,1
807.jpg,万物有灵，爱护野生动物金丝猴，保护动物，责无旁贷,0,,,0
808.jpg,禁止酒后驾车行车不规范京人两行泪,0,,,0
809.jpg,堂文化文明干净安静有序共创整洁环境保持餐桌卫生,0,,,1
810.jpg,一方有难八方文援一九号球,0,,,1
811.jpg,环保低碳生活,1,车,绿叶,1
812.jpg,为何在深海被白色束缚,0,,,0
813.jpg,流浦的了水和生命,1,水,植物,1
814.jpg,保护野生动物月日世界愿牛日海有买卖批发有汤池盛至年人们为了将列珍员的象好已经健茶了多头大串保护野生动物保护人类自己,0,,,1
815.jpg,也也也力爱护环境珍惜资源,0,,,1
816.jpg,关爱儿童爱常在感动常在让我们一起务力关爱儿童关爱关心成长,0,,,1
817.jpg,长手的口罩主哪杯会藏着保护他人也就品保护白己群防群控战胜疫情鹤型市文朋办发布秦装华经天宁范隔丽创作,1,口罩,人,1
818.jpg,盼归感湖您们的速行守护,1,人,文字,1
819.jpg,语不爱星吉和一坏青善特我们的,1,鹿茸,拼图,0
820.jpg,湖执笔读春秋,0,,,0
821.jpg,树立节水意识反对浪费水源绿色发展做硬生活,0,,,1
822.jpg,保护野生动物,1,心,动物,1
823.jpg,这是玫瑰园唯一的声音原生态美味酿七彩生活玫瑰园,1,蝴蝶,吉他,1
824.jpg,共建低碳共豪生活共建低碳共享生活低碳是你爱护环境的态度,0,,,1
825.jpg,亦出亦入山水田国不归院有程不息特中装,1,文字,房子,1
826.jpg,我的低碳生活,1,房子,万物,1
827.jpg,不断进化动物世界大假订购热线,0,,,1
828.jpg,碧悠传承年品质悠享正宗法式,0,,,0
829.jpg,来自节约一点能源还您一片蓝,1,灯,叶子,1
830.jpg,北你的美爱无微不量让发口家中宣部宣教局,0,,,1
831.jpg,厉行节约反对浪费粒粒皆半苔谁知盘中餐,0,,,1
832.jpg,环保背景素材分层节能减排会节能环境保碳生活爱护环境珍格能激节减排能环境低碳生活节能减排节能环境低碳生活请号红中国,0,,,1
833.jpg,合伙人寻找与众不同的你加入我们成就梦想平面设计师面试预约根据客户编辑要求完成设计熟练使用高薪诚聘等你来跟进设计变化需求注意相关资料收集,0,,,1
834.jpg,节约用水一点一前珍特银食一预一热,0,,,1
835.jpg,切口大量,0,,,0
836.jpg,光盘行动洗绝浪费谁知盘中餐拉粒皆辛苦,0,,,0
837.jpg,低限生活意游做起,0,,,0
838.jpg,节能减排守护蓝,0,,,1
839.jpg,京网保护环境从我做起页保护海洋环境重现碧水蓝天保护环境是人类有意识地保护自然盗游年使其得到合理的利用防止自然环境受到污杂和破步众方草果票集网站,0,,,1
840.jpg,州知手大营销,0,,,0
841.jpg,活绿色出行人奥一小生生容文明一大学,0,,,0
842.jpg,荔枝真好吃,0,,,1
843.jpg,中国环保环境保护是描人英为解决理实或潜在的环境问盖协调人武与环境的关系保障经济社会的可搞续发展而茶取的备种行动的总弥其方法和手段有工程技术的行政管理的也有法神的经济的童传教育的等环境保护是指人类为解决现实或潜在的环境间盟协调人类与环境的关系保障经济社会的可持续发展而采取的备种行动的总称其方法和手段有工程技术的行政餐理的也有法,1,地球,水龙头,1
844.jpg,保护动物善符它们保护动物善待它们保护动物善待定们抛弃,0,,,0
845.jpg,含有比喻手法的成语五如隔三秋如影随形如获至宝如日中天如虑添翼度日如年如鱼得水如腹薄冰如鱼得水如坐针毡如狼似虎铁证如山,0,,,0
846.jpg,什么是比喻比喻是根据事物的相似点用具体的浅显的熟知的事物与道理来说明或描述抽象的深奥的生疏的事物与道理的一种修辞手法表达对象叫本体用来作比的事物叫喻体表示相似的词语叫比喻词,0,,,0
847.jpg,幽默广告语大全幽致广告语大全德国金龟子汽车该车外型一直维持不变所以外型上很五晒但共性能一直在改进餐厅广告请来本店用餐吧不然你我都要换饿了牙口无炎某牙膏广告语禁烟广告为了使地毯没有润也为了使你肺部没有洞请不要吸烟一明惊人某眼病治疗仪广告语化妆品广告本品最能吸引男性故随本品附送一份自卫教材无目不至某治胃药广告语鲜花店广告今日本店的玫瑰售价最为低康基至可以买几茶送给太太菜药店广告自讨苦吃大石化小小石化了胆舒胶囊广告语饭店广告请到此用餐香则你我都要换饮造食全食美菜酒店广告语百衣百顺菜名牌服装广告语某眼镜店广告眼暗是心灵的窗户为了保护您的心灵请为您的窗户安上玻璃,0,,,0
848.jpg,图片来源图库,0,,,0
849.jpg,吸烟有害健康,1,肺,纸,1
850.jpg,珍爱生命安全出行拒绝酒驾开车不喝酒喝酒不开车,1,车,酒瓶,0
851.jpg,用心做设计只为超越未来精品设计布保健康保护地球从我做起行动起来吧精品,1,树,水龙头,1
852.jpg,共享生,0,,,0
853.jpg,身正心请手秘方为康,1,文字,墙,0
854.jpg,拒绝酒驾,1,心电图,酒,0
855.jpg,创新思启新境流体雕塑与阿凡达一起超越想像年阿凡达开启了电影的新时代而现代引入流体雕塑设计理念开启汽车设计新境界,1,车,水,1
856.jpg,闵行德厚闵行讲文明树新风文进万家国家富强民族振兴人民幸福友诚数爱法公平,0,,,1
857.jpg,拒腐防变天地宽,1,鱼,人,0
858.jpg,长的好看也不覆保护膜字迹清晰,0,,,0
859.jpg,书香中国,1,山,书,1
860.jpg,将爱传递温暖奉献持之以恒凝聚爱心身体力行特爱传地凝聚盛践行公司凝聚创新感动莲明高效咖部开践行公益享慈善身体力行温腰持之以恒关爱海爱传递三创新武体力行感动,1,心,文字,1
861.jpg,厂爱护环境绿色空间携手共进低碳出行是是一种新的生活方式爱护环境从我做起绿色出行健康你我绿色出行低膜节馆爱护环境绿色空间携手共进,1,自行车,草,1
862.jpg,珍爱粮食指绝浪费谁知盘中餐粒粒皆辛苦吃多少点多小点多少吃多少,0,,,1
863.jpg,分辨率分层明细高清像素模式敬请放心下载购线让全世界的人贝通饰理的发国十年所程有饰钢伴让全世理的人贝通饰理的爱线更多同类素材请往下拉或点击右边头像进入本人图库裴公子依,0,,,1
864.jpg,全社会共同关注未成年人的健康成长,0,,,0
865.jpg,们的地球环境爱护我们的地球让我们的生活变得更加美好,1,地球,心,1
866.jpg,后驾联,1,车速表表针,酒瓶,0
867.jpg,绿色出行保护环境人人有责绿鱼出行保护环境人人有责,0,,,1
868.jpg,文明旅游爱护环境器文明旅游请勿脑惠委茅,1,塔,纸杯,1
869.jpg,老转自然环城净果发明分量养成良好习惯全民团结一心情人人有质张折人海大爱武业出门大级无健大最无边戴口罩勤洗手少出门创多通风武不传理科学进对心存大爱图率献不聚会多通风不接愿以无私付人生然好自欢防护做康关发生人通疗文用行为就是南就生会社星丰常生活让心充消力量复心楼力我们以为膜,0,,,1
870.jpg,更你握的是酒不是方向盘免安全出行觉请免知园安全出行远离酒驾免免,1,方向盘,酒杯,0
871.jpg,节能减排低碳生活元业家间共护地球地吃掉了就没有了,1,地球,苹果,1
872.jpg,低碳生活时刻相修,1,地球,钟表,0
873.jpg,迪汽课网科日水中健事文字充前果色虎课网,0,,,-1
874.jpg,警食品安全,1,刀,鱼,0
875.jpg,保护直角大投羊愿被世界温茶队待,0,,,1
876.jpg,岩爱请深爱,0,,,0
877.jpg,辽宁沈阳三生飞的篮球俱乐部今天亲目微博聘菜拥约未来年辽宁飞的少年男子篮球选拔营招募详情请点击的未来年江宁飞的少年男子器球选向左旋转全收起意看大图向右旋转拥未来年辽宁飞豹少年男子篮球选拔营福砂商这宁沈阳三生飞豹篮球俱乐部区口山口同时转发到我的微械校热度按时间,0,,,0
878.jpg,精灵图精灵图精灵节约能源不是口号是一种行动珍惜能源节约用电绿色人有责能源节约能源平约烧漆不品口号是一种行动力珍惜能源节约用电福人人有责绿色能源节约能源,1,灯泡,闪电,1
879.jpg,来自精食计时断豹时刻所有的食物都是我们心中最完美的礼物,1,粮食,钟表,1
880.jpg,你的标志环能保保护地球,1,插头,叶子,1
881.jpg,税税循环福泽天下取之于民用之于民是帮于民,1,环形,循环,1
882.jpg,提供发票节点排利用清洁能酒波少尾气排放节约用电保护报们的环境保护我们的生态环境珍爱我们的能源节鲜基排节鲜点排开发航能盆护装们的生志环地时以从我的导边的小中做起标价为单张价格宝贝所有图片请贝进情要几张拍几件,0,,,0
883.jpg,企业如何开源节流节约用水篇如今水污染已经成为了不争的现实如何开源节流成为日后科学发展的重中之重企业需要开源节流才有更好的发展节约用水对于企业是不可或缺的树立企业人员节约用水意识开展相关节约用水活动以人为本成立节约用水等节约企业成本的奖项在员工工作等用水场所标识节约用水等提示标识遇见浪费水的行为加以劝阻与制止提高企业生产用水利用率对于企业用水量的监控与数据统计采购能节约用水的设备与用具定期检测水管等以防漏损定期修理有问题的水箱水龙头等其他供水设备减少污水对外排放企业进行污水过滤处理后再排放尽量接水循环利用可向相关部门请教相关节约用水与污水排放的方法与开展其讲座,0,,,0
884.jpg,一滴清水一片绿地一个地珑石子烧,1,水滴,地球,1
885.jpg,我们只有一个地球绿色低碳刻不容缓,1,地球,冰,0
886.jpg,酒后请勿驾车温馨提示根据刑法修正案八和修正后的道路交通安全法正式施行加大了对酒后驾驶等违法行为的处罚力度醉酒驾驶机动车将会受到刑事处罚驾驶人将为自己酒后驾车行为付出罪与罚的的双重代价为了您与家人朋友的安全请勿酒后驾车谢谢您的合作,1,禁止标志,方向盘,0
887.jpg,一键关机拒绝酒驾,1,关机键,方向盘,0
888.jpg,消店管理公司水是生命之源请节约用水不要让最后一滴水变成眼泪时丁每一次洛样的正利水吃人生部之所系勤俭节约是中华民族的传统美德琴江渔人,1,水,眼泪,1
889.jpg,绿色发展低碳生活休网篇户外运动最低碳一起去绿道骑单车吧低碳上网让你的生活绿起来不做宅人多出门无声麻将拒绝噪声污染种种花草树木争当环保志愿者直传环保低碳理念低碳少用纸巾重拾手帕,0,,,1
890.jpg,等待只候鸟需要年等待颗哈雷普星告要年等待段珍爱马或许需要生等待欢红灯只需秒,0,,,0
891.jpg,重任在眉,0,,,1
892.jpg,本人岁去吃冷面吃完结账我喊大姐结账那大姐膜地笑了指了指旁边一个约岁很漂亮的女孩说我女儿都这么大了你想想你得叫我什么我迟疑了一下妈,0,,,1
893.jpg,一菌业人,1,生命,树,1
894.jpg,饼文的期新风低碳环保出行污染减少空气,1,树叶,爱心,1
895.jpg,文明健康有你有我健康运动最文明修身养性终生行中共绵阳市委宣传部绵阳市精神文明建设办公室,0,,,1
896.jpg,环境与发展认真搞好污染源普查真实反映环境与发展全貌,0,,,1
897.jpg,节能减排低碳生活,1,灯泡,人,1
898.jpg,大师盛宴墙电视展任公司北京广精电视台,0,,,1
899.jpg,买护环境从我做起,1,环保,绿色,1
900.jpg,戴花月好夜月圆共蝉,1,安全套,月亮,1
901.jpg,绝色不保我起保护环境低碳生活,0,,,1
902.jpg,明餐桌公约倡导文明用餐传承传统美德排除等侯不插队高语文明不粗安静就餐不宣啤残渣入盘不乱吐珍惜生命粮食不浪费注意营养美不展食餐桌公约侣导文明用餐代承传业美饰,1,爱心,食材,1
903.jpg,仅诚生活了生活配网哥西话,1,自行车,竹子,1
904.jpg,光盘行动,1,蔬菜,图形,1
905.jpg,保护环境造福人类起维护我们赖以生存的地球共同建设我们美好的生态家园,0,,,1
906.jpg,优秀组织奖名单东北林业大学哈尔滨师范大学哈尔滨海润国际文化传播股份有限公司,0,,,0
907.jpg,未来宁飞豹少年男子篮球选拔营立宁沈阳三生飞的蓝冰俱乐部承办维位管口世妇体育中心支特单位,0,,,0
908.jpg,一滴清水一片绿地一个地球,1,水滴,地球,1
909.jpg,票止酒驾,1,车,酒瓶,0
910.jpg,文明树新风公空广告志愿传递文明服务成就风乐,1,志愿服务,爱心,1
911.jpg,低碳出行,1,低碳出行,自行车,1
912.jpg,关心创卫支持创卫参与创卫玉溪日报,0,,,0
913.jpg,童传部,0,,,0
914.jpg,拒绝,0,,,0
915.jpg,节能减排从我做起,0,,,1
916.jpg,找回青色的小伊甸园址爱得其索,1,嘴,苹果,0
917.jpg,汉上卖村只健人交间斑马在即下,1,动物,斑马线,0
918.jpg,节均用水海有水无法存活香菲州年最干单地区爱不分国界爱借水票从要数超,1,文字,水,1
919.jpg,火一一惜水一爱水一节水一从我做起做设计节约用水滴水一片缘地一个地球生之原源水是生命之源浪费水就是拒杀自已的生命,0,,,1
920.jpg,拥抱大自然,1,茎,人,0
921.jpg,文明健康绿色环保绿色出行低碳生活,1,脚印,叶子,1
922.jpg,节电信摄氏座以上减少待机能耗约使用电能若要冷气艳电少温度适当设定好电力是个宝二度度要计较,1,灯泡,茎,1
923.jpg,致敬最可爱的人快递行,1,画,手,1
924.jpg,水久类藏以生存的生命之源,1,生命,绿植,0
925.jpg,弘扬中国精神凝聚中国力量德有心者路,0,,,1
926.jpg,四川蒲江基地直发我们只种植四种水果,1,文字,橙子,0
927.jpg,低碳生活简单生活拒绝浪费资源有限珍惜共有,1,灯泡,树,1
928.jpg,节能减推从我改起,1,环保,绿植,1
929.jpg,有时候轻率点贸也是伤害用行动柜地网路风力,1,点赞,锯子,0
930.jpg,信讲信用要说到做到讲文明树新风争做诚信文明人,0,,,1
931.jpg,水电电油,1,节约,束,1
932.jpg,,1,爱护,捧,1
933.jpg,保护环境人人有责湿地国际联盟组织农历腊月十七星期五保护人湿地湿地之水水之湿地重庆江北花园新村环保展览湿地是生命之源世界湿地日二,0,,,1
934.jpg,保护洋保护海洋人人有责还海洋一片净土生五十年代来购精器团司,0,,,1
935.jpg,今天的你足够了吗受得了攻击才承得起胜利广东维信思创网络科技有限公司,0,,,0
936.jpg,站甜强牌定义器作品的福样定义创意大赛站酷油果花儿,1,文字,动物,0
937.jpg,同爱护我们呼公内家园五,1,爱护,捧,1
938.jpg,珍爱生命少点二手烟对他她它都好禁烟宜传海报禁奇是指获坊和您治请晶递法吧量行为保护公民身心健康街护社会肤摩的工作或粉说运用行欢法令和阵公监街的力雕保使服食或注射路片和代用麻牌荆者玻伦宽购裂明和取柿种租收奖新道远输藏卖面品和尚具行为的一项牡会风信改法工作,0,,,0
939.jpg,烟燃烧的是香烟消耗的是生命珍爱生命运离烟草,1,烟雾,头骨,-1
940.jpg,请勿宠物执邻宠物不抚邻生活共安宇,0,,,0
941.jpg,卷珍爱生命爱生命远离香烟戒烟保健康吸烟折寿福烟增加发病导致缺血性脑卒引发阻塞性肺病吸烟会引致多种脑部疾病也会减低我们的循环脑部之氧气及血液引致脑部血管出血及闭吸烟有害健康州货添加随意,1,拒绝,剪,0
942.jpg,请勿酒驾请勿酒驾请勿酒到请勿酒驾,1,骷髅,死亡,-1
943.jpg,全国城市节水周为工提高市民节水意识从年开始每年月日所在的那一周为全国城市节水宣传周宣传意旨在动员广大市民共同关注水资源福造全社会的节水氰围树立绿色文明意识生态环境意识和可持续发展意识起珍惜水保护我们的资源城市,1,节水器,沙漏,1
944.jpg,保护海洋保护海洋环境保护蓝色家园线电话保护海洋保护海洋环境保护蓝色家园培氏电话,0,,,1
945.jpg,热费电力让油烟送机干净利落优美,1,烟雾,猪,0
946.jpg,清请薄特我出的动,1,猩猩,拼图,-1
947.jpg,酸生活绿色环保文明出行,1,车轮,城市,1
948.jpg,觅世界环境日元世界环境日保护环境从我做起宽知,1,地球,树叶,1
949.jpg,十十减护我们的地球环保低碳,1,地球,书,1
950.jpg,物馆,0,,,1
951.jpg,如吴表海的是我行拒绝动物表演,1,文字,人,0
952.jpg,讲文明树新风东坡有礼光盘行动厉行节俭文明用餐,0,,,1
