,Pic_id,Text,MetaphorCategory,Target,Source,SentimentCategory
1033,1034.jpg,vivas tm.sony.,1,leaves,,1
1034,1035.jpg,,0,,,0
1035,1036.jpg,where your business stays grounded.and your profits reach for the skies.dlfa.use your qr code scanner to enter a whole new world.dlf gardencity.1t mtkes sense to be here.,1,code,Skyscraper,1
1036,1037.jpg,sony ericsson.the soundcrack to your life.the wbooi walkman phone.,1,headphone,person,1
1037,1038.jpg,..love makeup not battle array.estee lauder..;n,1,face,Deformed,0
1038,1039.jpg,esteel auder.new. advancednight repair.try it free wake up tomore beautiful skin.online now free with anyeste lauder purchase.shop now,0,,,1
1039,1040.jpg,the best just gets better.advanced night repair.estee lauder. n,1,bottle,product,1
1040,1041.jpg,homebuyernsights.homebuyersconsidersavingfororpayingoffahomeasimportantassavingforretirement.savingforor payingoffahome92.savingforretirement91.according tothe2016bankofamericahomebuyerinsightsreport.bankofamerica.,0,,,0
1041,1042.jpg,modeern muse le rouge. be daring. be an inspiration.modeern muse.,0,,,0
1042,1043.jpg,detox. evian.live young.,1,opener,bottle,1
1043,1044.jpg,in the event of rainspectators are requestednot to raise umbrellasuntl play has been stopped. evian. the other official water of the championships wimbledon.,1,stairs,waterfall,1
1044,1045.jpg,new flavor.pop.tarts.toaster pastries.frosted aw root beer. naturally artificially flavored.aw root beer. toaster pastries pastullos para tostar.,0,,,1
1045,1046.jpg,evian. live young. 75 clstreet.,1,people,,1
1046,1047.jpg,only afree press can hurt them support our fight. reporters 25 years.,1,man,crumpled,1
1047,1048.jpg,evian.,1,letters,stretched,1
1048,1049.jpg,evian.,0,,,1
1049,1050.jpg,earth. wind. fire. evian. water at its purest.evian,0,,,1
1050,1051.jpg,the worlds first tasteable print ad just ther off a piece of this page pop in your mouth enjoy a anta by tasting this ad,1,ad,,1
1051,1052.jpg,the sounds of the worldfanta ringtone generator.challenge.solution.result.,0,,,1
1052,1053.jpg,via bank of america teavelersu3000cheques moneey only you can spend.,0,,,1
1053,1054.jpg,fanta.,0,,,1
1054,1055.jpg,now available. caffelne free.fanta.pineapple.caffelne free.fanta.grape.,0,,,1
1055,1056.jpg,,1,berries,bottle,1
1056,1057.jpg,explosively orange.fanta.,1,bomb,orange,1
1057,1058.jpg,the fanta tasteable print ad.,1,ad,peel,0
1058,1059.jpg,fanta. allez... un ptit cuop uite faitfanta.plus cest fantamoins cest sdrieux.,0,,,1
1059,1060.jpg,fanta. orange.,1,soda,,1
1060,1061.jpg,saila spice.,1,mouth,fish,1
1061,1062.jpg,stihl.,1,text,,0
1062,1063.jpg,calgary farmers market.,1,lunch,barn,1
1063,1064.jpg,frest all winter.calgary farmers market.,1,eggs,snow,1
1064,1065.jpg,nuico.fila real.,1,legs,,1
1065,1066.jpg,,1,backgrounds,,1
1066,1067.jpg,snow spike.feel a new attraction. fila.,0,,,1
1067,1068.jpg,works in over 215 countries.like the netherlands.att.,1,hands,flowers,1
1068,1069.jpg,,1,walkway,track,1
1069,1070.jpg,not all fast women have bad reputations.fila.,0,,,1
1070,1071.jpg,houdini doyle thursday 9pmsky channel 123.sky.,0,,,1
1071,1072.jpg,at stoney ridoe winery.,1,bottle,cheese,0
1072,1073.jpg,ad astra.getting serious about planetary defense.,0,,,-1
1073,1074.jpg,att,1,logo,head,1
1074,1075.jpg,naturally juicy.bubbles pulp buules shake.,1,deer,woman,1
1075,1076.jpg,folgers.fresh coffee ready now,0,,,0
1076,1077.jpg,via bank of america teavelersu3000cheques moneey only you can spend.,1,sun,,1
1077,1078.jpg,folgers.,1,cartoon,human,1
1078,1079.jpg,,1,glove,mug,1
1079,1080.jpg,all in one ehythm.beef picante.chicken caramba.,1,restaurant,coliseum,0
1080,1081.jpg,buying a satellte dish to see the football you want can leave you as flat.,1,features,,1
1081,1082.jpg,marca.,1,goal,net,0
1082,1083.jpg,once.always.adidas.,1,ball,soccer,1
1083,1084.jpg,nike scooeb.enter your code.the future has been written.watch the video.,0,,,0
1084,1085.jpg,make love not war.,1,man,flags,1
1085,1086.jpg,egames.,0,,,0
1086,1087.jpg,alec deutsch. alwe want to thank you for the great memories on and off the field. go out in a blaze the best is yet ta come love mom dad dylan kade papa and prissy.,0,,,0
1087,1088.jpg,mix uo with nature.ford ecossport.4x4.,1,person,sliced,1
1088,1089.jpg,texting while driving checking their social network dr simply make a call may limit their attention and cause accidents. be conscious. disconnect. ford fortal.n,1,twitter ,symbol,1
1089,1090.jpg,wise birds know.fords out fronttheres a ford in your future.,0,,,1
1090,1091.jpg,passion to go distance.,1,house,Mirror,1
1091,1092.jpg,wasting energy is a crime.ford mondeojust 3.91100km.,1,gauge,tree,1
1092,1093.jpg,united states. get it together buckle up. no othercompany inthe world can make this statement. aerospace. communications saelliles. alenalive fuels.electronics.aulomotive manufacturing.,1,space,,1
1093,1094.jpg,ford escort.se sale de lo corriente. eleconometro otra dimension del ford escort.5.5 l.a los kms.,0,,,1
1094,1095.jpg,toencouragesmallexporterswerehappytotakeoneprobiemofftheirhands.,1,hand,,0
1095,1096.jpg,ford.ranger.,1,pen,Moss,1
1096,1097.jpg,stolichnaya. choose authenticity.stolichnaya russian vodka.,1,vodka,stripes,0
1097,1098.jpg,clever move.cards against humanity.four loko. clvvermovegames.com.,0,,,0
1098,1099.jpg,your brain on fourlokp.,0,,,0
1099,1100.jpg,joypepsi.,1,straw,hands,1
1100,1101.jpg,tabasco.dangerously hot.,1,pizza,symbol,0
1101,1102.jpg,,1,chocolate,logo,0
1102,1103.jpg,orange juice.farm.,0,,,0
1103,1104.jpg,helping business turn the corner.barclays corporate.,1,factory,bent,0
1104,1105.jpg,make your donation to the wwf brazil here and see who youll be helping.,1,turtle,coins,1
1105,1106.jpg,pixels updates mobile ad offerings with new html5 mobile ad formats launches mobile ad network. weather.activoice.vrical.,0,,,0
1106,1107.jpg,15...need i say more geico.,1,gecko,,1
1107,1108.jpg,booksonthegoreadyourfavoritebookeanytimeanwwhere,1,phone,,1
1108,1109.jpg,coke zero.,1,straw,,0
1109,1110.jpg,probablythebestbeerintheworld.,1,beer,pearl,0
1110,1111.jpg,helping business turn the corner.barclays corporate.,1,ship,bent,0
1111,1112.jpg,a study in survival systems.,1,picture,,0
1112,1113.jpg,dayton introduces the mating season.dayton.,0,,,0
1113,1114.jpg,how to make a wish come truegeneral electric.,1,wishbone,,0
1114,1115.jpg,teach the old doog new tricks.with pep 88vico pep 88.,0,,,0
1115,1116.jpg,see the world 30 clearer.,1,pollution,flowers,1
1116,1117.jpg,geared to pull.gmc trucks.,0,,,0
1117,1118.jpg,...unchallenged for quality.,0,,,1
1118,1119.jpg,generalmotorsisshiftingtoanewaddress.generalmotorsplatno.15sector32.institutionalareagurgaon122001.,1,car,boxes,1
1119,1120.jpg,ideas are sexy too.,1,head,male,1
1120,1121.jpg,everycokieisonopportunitywhetheritssummercamporalessononthesolarsystemcdokjesalsfundactivitiesthatwillmakeadifferenceina.glrlscouts.life.whatwillyourboxdoforher,1,cookie,,0
1121,1122.jpg,sweet baby rays.,0,,,0
1122,1123.jpg,givenchy dahlia noir.,0,,,1
1123,1124.jpg,love moschino.,0,,,0
1124,1125.jpg,vanderbilt.,1,perfume,image,0
1125,1126.jpg,fedexcupadshrinkray weunderstand.nothingsmoreimportantthanyourclubs.butdontshrinkthemshipthemwithfedexwheneveryoutravel.,1,club,bent,1
1126,1127.jpg,live the legend.play the legend.kimarlic.kimarlicgolfcommunityoffersalifestyleexperiencelikenootherontheouterbanks.ouraisiallydesignedcoursecreatesstimulatingchallengeswithitsoutstandinglayoutandconditioning.,0,,,0
1127,1128.jpg,optalgin.strong for strong pain.,1,eyes,ball,1
1128,1129.jpg,the skill it takes to play our course will impress you.,0,,,0
1129,1130.jpg,sbedarwalpresents.mostexpensivelocationataffordableprice.,1,hand,plate,0
1130,1131.jpg,u.s.royal golf balls.,0,,,1
1131,1132.jpg,davidson golf ball.made from pure guttawell seasonedand well painted.,0,,,1
1132,1133.jpg,serious fun.go kart.,0,,,1
1133,1134.jpg,caddie pepsi.pepsi.pode serpode der muito bom.pode ser pepsi.,1,golf,bag,1
1134,1135.jpg,is a wager just par for the coursemavericks of chance.,0,,,1
1135,1136.jpg,live the legend.play the legend.kimarlic.,0,,,1
1136,1137.jpg,golf coast.magazine.learn to slice it.piece ocake.,1,Grass,,1
1137,1138.jpg,,1,axe,gold ,1
1138,1139.jpg,see the game differently.garmin.,1,golf,,1
1139,1140.jpg,tech company.,1,logo,Blimp,0
1140,1141.jpg,gucci.,0,,,1
1141,1142.jpg,gucci.,1,woman,clothing,1
1142,1143.jpg,gymboree.,1,oval,bus,1
1143,1144.jpg,joy of dance in a welcoming space abc dance academy.all dancers.all levels.ages 3adult.,0,,,1
1144,1145.jpg,irving dynamic gymnastics.201 s.rogers.lrvingcorner of rock island rogers,0,,,1
1145,1146.jpg,,1,ice,cake,0
1146,1147.jpg,startarevolutionandseethefuturefordryfeelingeyes.,0,,,0
1147,1148.jpg,lady toffee meets lord pudding.,0,,,0
1148,1149.jpg,zippo.,1,lighter,ornament,1
1149,1150.jpg,hanes.a suit say hanes and youve said it all.,0,,,1
1150,1151.jpg,dont shrink from comfortreis.,1,person,distorted,1
1151,1152.jpg,lancome.,1,mask,,1
1152,1153.jpg,respect lifego vegetarian.,0,,,1
1153,1154.jpg,no diaease can get to you.,1,lightbulb,,0
1154,1155.jpg,now very doctor knowes you personally.ibm.,1,stethoscope,face,1
1155,1156.jpg,united healthcare.,1,numbers,splashes,1
1156,1157.jpg,seba med.,1,hands,,1
1157,1158.jpg,i do.i have epilepsyi will be happily married.,1,ring,0,1
1158,1159.jpg,doyouseethechocolatebarorthevanillabarrichchocolateorsmoothvanillahaveboth.vanillanougatandchoccaramelwrappedinmarschocolate.,1,illusion,,0
1159,1160.jpg,theresnobrainquitelikeyours.andwecanproveit.centra.,1,finger,brain,0
1160,1161.jpg,sds.,1,medicine,gumballs,0
1161,1162.jpg,got insurance,1,women ,,1
1162,1163.jpg,the sum of a human is greater thanits parts. human care for little humans.,1,view,,0
1163,1164.jpg,steyker.surgical.tecnologia fuera de este mundo.system 6.,1,tools,spaceship,1
1164,1165.jpg,,1,cigarettes,jail,0
1165,1166.jpg,,1,tornado,,0
1166,1167.jpg,that about says it all.,1,mouth,bars,0
1167,1168.jpg,no more hiding.das auto.,1,torso,stretched,1
1168,1169.jpg,w.,1,seatbelt ,logo,1
1169,1170.jpg,...he knows a thing yesyou need never fell oversmoked.marboro.,1,baby,,1
1170,1171.jpg,1st with the servicestooheinz tomato ketchup.heinz 57 ketchup.,1,bottles,,0
1171,1172.jpg,heinz hot ketchup.,1,food,woman,1
1172,1173.jpg,heinz salad cream.pourable sunshine.,1,salad,sun,0
1173,1174.jpg,heinz.,1,ketchup,people,1
1174,1175.jpg,without.,1,cardboard,egg,0
1175,1176.jpg,heinz 57 varieties.,1,tomato,Ketchup,0
1176,1177.jpg,knockout flavour,1,boxer,,0
1177,1178.jpg,heinz mean beanz.,1,beans,rope,0
1178,1179.jpg,..dorit tell mother.suport the mighty 7th war loan.,0,,,-1
1179,1180.jpg,redis dead.,1,bottle,ketchup,0
1180,1181.jpg,the best of heing tomatoes means.. the best of heing tomatoes means.heinz tomato juice.,1,ketchup,wine,0
1181,1182.jpg,wwf.,1,trees,x,0
1182,1183.jpg,,0,,,1
1183,1184.jpg,whatever you want to saysay it with akiss.kiss someone.,1,kiss,ring,1
1184,1185.jpg,kissesdark chocolate is great for your heart too.,1,kiss,person,0
1185,1186.jpg,how to make smouthwatering hersheys smores.hersheys.,0,,,1
1186,1187.jpg,phish hersheypark stadiumhersheypa sundayjune 13threcently finished cvent design for phishs 20i0 summer tour show in hershey stadium hershey pa.,1,words,chocolate,1
1187,1188.jpg,hersheys.chocolate.,1,cup,hearts,0
1188,1189.jpg,the world of mm plain and peanut choocolate candles.fortune classsic 1985.,1,people,,0
1189,1190.jpg,sport saves lives101692012 school sports enrolment week.praha sportovi.,1,car,baseball,1
1190,1191.jpg,the baseball mans cigarette. always buy chesterfield.,0,,,0
1191,1192.jpg,thetoilettankatthe321blinkoffices.original sign put the toilet seat down my response.,0,,,0
1192,1193.jpg,too tough for the street therefore only on ice.not for sissies.,1,ice,rink,1
1193,1194.jpg,winter is comng.reebok.,1,man,ice,1
1194,1195.jpg,sporichek.,1,hockey,player,1
1195,1196.jpg,be concussion smart hockeycanada.caapps.canada.click here.,0,,,0
1196,1197.jpg,versus.,1,hockey,period,1
1197,1198.jpg,,1,person,gold,0
1198,1199.jpg,xaria.,1,inhaler,nose,-1
1199,1200.jpg,20offentirepurchase.thanksforsigningupforhollisteremailswedliketohookyouupwith20offyournextpurchaseinstoresonly expiresapril30th.,0,,,1
1200,1201.jpg,explore the civic.discover more about the type r.,1,car,,1
1201,1202.jpg,honda.,1,motorcycle,bucket,1
1202,1203.jpg,small countryfast car. honda.,0,,,1
1203,1204.jpg,formula technology comes to solo racing.,0,,,1
1204,1205.jpg,honda.,1,pweson,flying,1
1205,1206.jpg,turn on oyur adventure.,1,key,city,1
1206,1207.jpg,ladies and gentlemen.start you fmilies.or not.,0,,,1
1207,1208.jpg,honda polot 2010.honda.,1,car,,1
1208,1209.jpg,meet the bigblack bomber...,0,,,1
1209,1210.jpg,respect.,1,rabbit,bike,1
1210,1211.jpg,jamoto.,1,person,twisted,1
1211,1212.jpg,7up.,0,,,0
1212,1213.jpg,hp.,1,laptop,clothes,1
1213,1214.jpg,mercedes.,0,,,1
1214,1215.jpg,save up to 405.hp. net more savings.sava up to 10 with hp ink multipacks.,1,documents,butterflies,1
1215,1216.jpg,stunning svings for an epic experience.,0,,,1
1216,1217.jpg,hp.,1,elephant,,1
1217,1218.jpg,eric bompaed.be cachemire irresistible.,0,,,0
1218,1219.jpg,help.hp.care pack.,1,Figurines,,0
1219,1220.jpg,hsbc.,0,,,0
1220,1221.jpg,in the futurethere will be no difference between waste and energy.hsbc.,1,wind,banana ,1
1221,1222.jpg,theres money.and theres money.,0,,,1
1222,1223.jpg,keep.pk.for free classified ads.,0,,,1
1223,1224.jpg,run calgary,0,,,1
1224,1225.jpg,we focus on the most important economy in the world.yours.hsbcpremier.,0,,,0
1225,1226.jpg,abc.,0,,,1
1226,1227.jpg,innocation rebornhtc magic.,0,,,1
1227,1228.jpg,stsr wars. the forceawakens.,0,,,0
1228,1229.jpg,boss.,0,,,1
1229,1230.jpg,15 years.50 million bottles.still the boss.,1,gifts,,1
1230,1231.jpg,your fragrance rules.,0,,,1
1231,1232.jpg,carry on trasition.whiteblack stripes and leaves snapback.real picture.,1,leafs,stars,1
1232,1233.jpg,bosllbe.,1,player,,1
1233,1234.jpg,,1,blood,nail,1
1234,1235.jpg,youcandomorethancelebrate.60yearsoftheuniversal.declarationofhumanrights.amnesty.international,1,cake,,0
1235,1236.jpg,deathtothedeathpenalty.139countrieshavewipedoutthedeathpenalty.only58arelefttoconvince.joinusatwww.amnesty.fr.amnesty international.,1,People,,0
1236,1237.jpg,women,1,box,mouth,0
1237,1238.jpg,israels war crimes your tax dollars at work.,0,,,1
1238,1239.jpg,visa.proudly supporting the human rights abuses of world cup 2022 everywhere you want to be.,1,text,faces,1
1239,1240.jpg,living in harnony.,1,fingers,keys,1
1240,1241.jpg,some peoplare very attached totheir work.human traffickingdont ignore it.,1,tray,skin,0
1241,1242.jpg,,1,letters,cross,1
1242,1243.jpg,freakingnews,1,car,,1
1243,1244.jpg,didnt you want to know soheone whos been in a hunnert.,1,scenery,,-1
1244,1245.jpg,classu3000cars.taschen.,0,,,1
1245,1246.jpg,hyundal.,1,car,,1
1246,1247.jpg,seewhichelantraloksbestinyourdrieway.pickoneandwatchitdrivetoyourdoor.elantra coupe.elantra.elantra gt.,0,,,0
1247,1248.jpg,thereisaneasierwaytobreakaguinnessworldrecord,1,face,unsure,1
1248,1249.jpg,hyundal.welcomewinterwithhyundairewards,0,,,0
1249,1250.jpg,,1,bear,bear,0
1250,1251.jpg,two warrantiesenter the ringone warrantyleaves.hyundal.,1,wrestler ,,1
1251,1252.jpg,hyundal.,1,skate,,1
1252,1253.jpg,,1,rocket,heads,0
1253,1254.jpg,barnes noble.,1,book,,1
1254,1255.jpg,ibm.,1,fiber,shaped,0
1255,1256.jpg,truecoloursfabercastell.,1,fire,firetruck,1
1256,1257.jpg,settingthetableforasmarterplanet.,1,apple,table,0
1257,1258.jpg,nowcloudshelpcompaniesleapahead.ibm.,1,rabbits,clouds,1
1258,1259.jpg,piercing the unknown.ibm,1,Tubes,rocket,1
1259,1260.jpg,theyearinsexandwhatayearitsbeenplayboentertainmentformen.itsthegirlsof1texaseatyourheartoutcalifornia.interview28yearoldziluionairestevejobsofapplecomputers.thedate howtolookhowtoacthowtoreadthesigns.theartofbeingcocksure.,1,woman,pose,0
1260,1261.jpg,the united.,1,state,names,0
1261,1262.jpg,,1,burger,building,0
1262,1263.jpg,what foulbillluibieeiscombatbasketballnopersonalfoulsandplentyofexciementhighlghtthisbonecrunchingfuturisticbasketbaltiledodgemisies.s5wbladesandmore88youpoundyourwaythroughthemostintengecomtactspotevercreated.,1,game,body,1
1263,1264.jpg,,1,fingerprints,,0
1264,1265.jpg,touchingisbelieving.therevolutionarynewiphone.,1,ribbon,,0
1265,1266.jpg,uchihawallpaper,0,,,0
1266,1267.jpg,flyingbird.,0,,,0
1267,1268.jpg,ltmakessenseifyoudontthinkaboutit.,0,,,0
1268,1269.jpg,2008impossible is nothing.,0,,,1
1269,1270.jpg,metrors.,1,shoe,meteor,1
1270,1271.jpg,summerahoywetookacuefromourwomenscollectionandcreatedcoolnautical printsjustforherliketheseanchorandsailboatgraphics.,0,,,1
1271,1272.jpg,unversalmonsisegillustrated.dbluxetradingcards.,0,,,0
1272,1273.jpg,361 ..,1,wings,lights,1
1273,1274.jpg,fullservice.mehanic0ndutygarage.,1,text,car,0
1274,1275.jpg,everything.24hours.thenightiscallingtellyourstomachtopickup.jackboxfounderceo.,1,head,man,0
1275,1276.jpg,,0,,,1
1276,1277.jpg,stay gojeep.,0,,,1
1277,1278.jpg,playdirty.,0,,,1
1278,1279.jpg,theresasundaydrive.thentheresasundaydriveinajeepcherokee.,0,,,1
1279,1280.jpg,takeonanythingnaturethrowsyourway.withthepowerofthe2012jeepwranglersaharaanditspentastarv6enginewinterdoesntstandachance.jeep.,1,snow,,1
1280,1281.jpg,suddenly...gettingdirtyismorefunthanitusedtobe.,0,,,0
1281,1282.jpg,jeep.,1,eyes,cross,1
1282,1283.jpg,power forward.jeep.,0,,,1
1283,1284.jpg,jeep.,1,jeep,tire,1
1284,1285.jpg,jeep.,0,,,1
1285,1286.jpg,itmightaswellbethiseasy.,1,track,wheels,1
1286,1287.jpg,jockey.,1,melons,breasts,0
1287,1288.jpg,jockry.,0,,,1
1288,1289.jpg,newgumwrigleysjuicyfruitfruhtych.,1,candy,,0
1289,1290.jpg,asweetburstofflavormake todaysweeter. righthere atcheckout.,1,candy,,0
1290,1291.jpg,the juice ia as fresh.,1,juice,,0
1291,1292.jpg,,1, characters ,,1
1292,1293.jpg,speak.berlitz.,1,face,woman,1
1293,1294.jpg,one video camera is so small so automatedits in a league by itself.jvc.,0,,,0
1294,1295.jpg,jvc.,1,match,q-tip,1
1295,1296.jpg,valentino.,0,,,1
1296,1297.jpg,spotlightonklmstyleairlinewinstopmarkswithanadorablemascotandswankycomfortbags.,0,,,1
1297,1298.jpg,,1,face,tail,1
1298,1299.jpg,,1,frog,spray,1
1299,1300.jpg,feel the lovw.cross.,1,feet,massage,1
1300,1301.jpg,kenneth colereaction.dillards.,0,,,1
1301,1302.jpg,prisonersoffashionfor20years.,0,,,1
1302,1303.jpg,living virtually or virtually livingget online.,0,,,1
1303,1304.jpg,some are frayed very frayed. the futire is about to be redressed.,0,,,1
1304,1305.jpg,,1,ketchup,dynamite,0
1305,1306.jpg,heinz.tomato ketchup.,1,ketchup,,0
1306,1307.jpg,kanas.23 march.,1,wheels,tomatoes,0
1307,1308.jpg,,1,elephant,,0
1308,1309.jpg,dom luis.,1,bra,,0
1309,1310.jpg,heinz.tomato ketchup.,1,bottle,scrambled,1
1310,1311.jpg,,1,kiwi,banana,0
1311,1312.jpg,weicometokissanpur.wherenaturebloomsoutofabottlecap.kissan.,1,tomato,bottle,0
1312,1313.jpg,punyers.,1,smoke,head,1
1313,1314.jpg,lazer.,1,person,,0
1314,1315.jpg,homeiswheretheheinzis.,1,ketchup,,0
1315,1316.jpg,werefixingtheworldonebikeatatime.,1,chest,tools,0
1316,1317.jpg,kfc so good.,1,burger,,1
1317,1318.jpg,messi baba and the 40 defenders.,1,chicken,gold,0
1318,1319.jpg,,1,mouse,,0
1319,1320.jpg,bucketsdrumsticks.premierescitymalllagos.20.11.09.,1,drumsticks,drumstick,0
1320,1321.jpg,doublethechocolatedoublethepleasure.,0,,,0
1321,1322.jpg,takeonthe daddyburger.,1,burger,fighter,0
1322,1323.jpg,,1,hand,gear,1
1323,1324.jpg,for life withoutthe wobbles.,1,car,walker,1
1324,1325.jpg,one epic ride.,1,car,wave,1
1325,1326.jpg,,1,peacock,shell,1
1326,1327.jpg,supdr bowl.,0,,,1
1327,1328.jpg,kia.,1,mustache,,1
1328,1329.jpg,,0,,,0
1329,1330.jpg,dieallradawardssindunserterrain.kia.,0,,,1
1330,1331.jpg,kia scratch off the cliches.,1,car,mud,1
1331,1332.jpg,since 1851.,0,,,0
1332,1333.jpg,smooth.,1,bottles,words,1
1333,1334.jpg,couple run 2016.,0,,,1
1334,1335.jpg,,1,hair,hair,1
1335,1336.jpg,,1,heart,petals,1
1336,1337.jpg,whenitcomestioinvestmentyouneedabankthatgetsthingsdone.,1,buildings,plain,1
1337,1338.jpg,youth is 1 inspiration and 99 not being old.zoolander.no.2 only intheaters.,0,,,1
1338,1339.jpg,,0,,,1
1339,1340.jpg,haveabreakhaveakitkat.,0,,,1
1340,1341.jpg,bank forum.,0,,,1
1341,1342.jpg,alittlevideoforeveryone.,1,headphones,trees,0
1342,1343.jpg,,1,eyelid,skin,1
1343,1344.jpg,klondike.flavor chamber. see what our stuff is made of. chains aw.6olf club.m 80 firecracker. choose another device.,0,,,1
1344,1345.jpg,donuticecreamsandwichesthedonutillingofyourdreamsinanyflavor,0,,,0
1345,1346.jpg,threeenergypackedsizes.,0,,,1
1346,1347.jpg,freecoffeefreedoughnutnationalcoffeeday.free120z.coffee.wedocoffeedayright.,0,,,1
1347,1348.jpg,weresharingjoyprosperitythislunarnewyear.standtowin20krispykremevouchersinourluckyangbaodipthislunarnewyear,0,,,0
1348,1349.jpg,now available in scotland.,1,Doughnut,doughnut,0
1349,1350.jpg,fridayjune 3rd.,1,coffee,people,0
1350,1351.jpg,dontjustvolumizemillionizeyourlashes.newvolumemillionlashes.,0,,,1
1351,1352.jpg,provenefficacyoneyebagsdarkcircles.nowprovenbysales.,0,,,0
1352,1353.jpg,lacoste.,0,,,1
1353,1354.jpg,mark jenkins.,1,bottle,sculpture,1
1354,1355.jpg,dancing dreams.,1,people,metallic,1
1355,1356.jpg,lacoste. lacoste challenge.,1,racket,racket,1
1356,1357.jpg,lancome.,0,,,1
1357,1358.jpg,lancome.hypnotic.,0,,,1
1358,1359.jpg,lancome.,0,,,1
1359,1360.jpg,move.,1,man,man,1
1360,1361.jpg,anexcitingnewfamilyboardgametsr.,0,,,1
1361,1362.jpg,land rover.,1,carplane,,1
1362,1363.jpg,null.,1,snak,,1
1363,1364.jpg,,1,desert,plateau,1
1364,1365.jpg,bancolombia.,1,eggs,rearview,0
1365,1366.jpg,incaseofemergencyeatthisb0ok.landrover.ediblesurvivalguide.,1,PAPER,food,0
1366,1367.jpg,protect your family from the mostdangerous animals on earth.,0,,,1
1367,1368.jpg,whylandroverdiscoverysrarelygetdinged.,0,,,1
1368,1369.jpg,land rover.,0,,,1
1369,1370.jpg,lays.,1,LAYS,flower,1
1370,1371.jpg,lays.,0,,,0
1371,1372.jpg,acampaign full of flavor.lays.,1,foods,people,1
1372,1373.jpg,,1,eyelid,,0
1373,1374.jpg,free job post.landing the best talentto help run yourlogistics company. register a freeemployer account now,1,boxes,,1
1374,1375.jpg,lifes short.. make eachdaythe best day ofyourlifelittle joys of life.,1,Lays,sunglasses,1
1375,1376.jpg,lays.come up with new flavour.,1,chips,sardines,1
1376,1377.jpg,,1,man,can,1
1377,1378.jpg,a lee is you.lee.,0,,,1
1378,1379.jpg,nike presents.kobe bryant.,1,shoes,nunchucks,1
1379,1380.jpg,takethecalmerrouteprebookacarforbetterpeaceofmind.,1,people,bubble,1
1380,1381.jpg,brooklyn.nike.,0,,,1
1381,1382.jpg,fresh as you can get.gavin morris.,1,ocean,diffuser,1
1382,1383.jpg,mega mouth.spooky grave trail.,0,,,0
1383,1384.jpg,whereisyournextshotforevermove.lenovo for those who do.,1,light,,1
1384,1385.jpg,forged from carbon fiber.,0,,,1
1385,1386.jpg,yoga.lenovo for those who do.,1,running,,1
1386,1387.jpg,live unbuttoned.,0,,,1
1387,1388.jpg,redtab.,1,tattoo,,0
1388,1389.jpg,have you ever had abadtime in levis,0,,,0
1389,1390.jpg,for little youghies.levls.kids.,1,pigs,pigs,1
1390,1391.jpg,levls.,1,mermaid,,1
1391,1392.jpg,muca libre.espressomilk.drink different.,1,coffee,,0
1392,1393.jpg,lg.,1,couple,,0
1393,1394.jpg,everythingthatwasimpossiblewillbepossiblewithlgoptimusg.,1,computer,building,1
1394,1395.jpg,let it grow.biocup.,1,tree,,1
1395,1396.jpg,lg loop.rogers.,1,LG,transparency,0
1396,1397.jpg,shareyoursmartdiscoveriestowinuntilseptember2013.tellusyouruniqueideasofusinghomeappliancesthatmakelifeeasiersmarterorjustmorefuncreate.,1,lines,,0
1397,1398.jpg,,1,eagle,car,1
1398,1399.jpg,cowpiroska.espressomilk.drink different.,0,,,1
1399,1400.jpg,i hope to retire early.,0,,,-1
1400,1401.jpg,,1,game,man,1
1401,1402.jpg,ciroc.celebra hasta el ultimo minuto.,1,clock,clock,0
1402,1403.jpg,,1,candy,candy,1
1403,1404.jpg,m.,1,hamburger,chocolate,0
1404,1405.jpg,freezedebtinitstracks.joinusatwinterfest.,1,characters,,1
1405,1406.jpg,mypaper.,0,,,1
1406,1407.jpg,its arrivedguiness.your vountry needs fuinness.,1,toucans,airplanes,1
1407,1408.jpg,pro reality.,1,phone,head,1
1408,1409.jpg,hold the future in your hand with sony.,0,,,1
1409,1410.jpg,i am on my way.,1,runner,runner,1
1410,1411.jpg,vapetv presents.vapercon.,0,,,1
1411,1412.jpg,badwater.,1,runner,race,1
1412,1413.jpg,myrtle beach classic yriathlon.half international sprintnon one ofthe only compl etelyclosed courses in america.,0,,,1
1413,1414.jpg,,1,game,plastic,1
1414,1415.jpg,ferrarelle.,0,,,1
1415,1416.jpg,packattack.,1,bag,,0
1416,1417.jpg,smart punkin.,0,,,1
1417,1418.jpg,packattack.,1,bag,,1
1418,1419.jpg,unbelievablethingsarehappeninghere.,1,conjoined,,1
1419,1420.jpg,ikea product recall.ikea.,0,,,1
1420,1421.jpg,maxwel house.good to the last drop,1,cup,O,1
1421,1422.jpg,1975 the year of the buzzard.,1,bird,bird,0
1422,1423.jpg,picanniny.premium quality.do it your self popping coen.,0,,,1
1423,1424.jpg,see how it covers over black.elliotts white veneer.,1,painting,,1
1424,1425.jpg,give color.general telephone system.,1,advertisement,,1
1425,1426.jpg,never ebding 80s.com.spotify.,1,man,boy,1
1426,1427.jpg,ifyoucantjointhem...beatthem.checkoutournewappfreeattheappstoreorontheandroidmarket.bcbgmaxazria.,0,,,1
1427,1428.jpg,max.,0,,,0
1428,1429.jpg,24hrsmudgeproofmagnumvolume.instantwarmwaterremoval.maybelline.new york.,1,eyelashes,,1
1429,1430.jpg,maybelline.new york.,1,makeup,,1
